ID,RequirementID,Objective,Preconditions,Inputs,Procedure,Oracle,Environment,EvidenceLocator,Status,Owner,CaseType,ExecutableArtifact,ExpectedErrorCode,OracleType,DocumentationOracleID,DocumentationConformanceStatus,ImplementationConformanceStatus
VC-SYS-011,SYS-011,"Проверить выполнение SYS-011: Платформа должна обеспечивать tenant, workspace, project, task, branch и classification isolation.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042) and dependency state (none) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to SYS-011.","Execute security test against the exact artifact/transition defined by MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO; capture inputs, digests, receipts and observed state transitions.",Cross-scope test suite даёт ноль неразрешённых records/context items/metrics.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-SYS-011,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-SYS-011,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-SYS-012,SYS-012,"Проверить выполнение SYS-012: Платформа должна версионировать schemas, policies, models, requirements, receipts и conformance claims.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042) and dependency state (none) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to SYS-012.","Execute configuration audit against the exact artifact/transition defined by MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO; capture inputs, digests, receipts and observed state transitions.","Каждый normative artifact имеет ID, version, status, owner, digest and change history.",Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-SYS-012,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-SYS-012,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-SYS-013,SYS-013,"Проверить выполнение SYS-013: Платформа должна объяснять статус задачи, denial, obligations, uncertainty, missing evidence и required human action.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042) and dependency state (none) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to SYS-013.","Execute usability test against the exact artifact/transition defined by MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO; capture inputs, digests, receipts and observed state transitions.",В role-based usability tests ≥90% critical prompts интерпретированы без обращения к разработчику.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-SYS-013,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-SYS-013,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-SYS-014,SYS-014,"Проверить выполнение SYS-014: Платформа должна применять purpose, legal basis, jurisdiction, retention, hold и data-subject rights к данным и derived indexes.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042) and dependency state (none) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to SYS-014.","Execute privacy assessment against the exact artifact/transition defined by MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO; capture inputs, digests, receipts and observed state transitions.",Privacy test matrix покрывает access/correction/erasure/hold conflicts; policy receipt объясняет результат.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-SYS-014,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-SYS-014,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-SYS-015,SYS-015,Проверить выполнение SYS-015: Платформа должна поддерживать controlled interventions и измерение эффекта процесса с явным evidence level.,"Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042) and dependency state (none) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to SYS-015.","Execute analytical review against the exact artifact/transition defined by MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO; capture inputs, digests, receipts and observed state transitions.","Experiment record содержит hypothesis, assignment/rollout, metrics, confounders, result and evidence level.",Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-SYS-015,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-SYS-015,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-SYS-016,SYS-016,"Проверить выполнение SYS-016: Платформа должна поддерживать on-premises, cloud и hybrid deployments без изменения canonical semantics.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042) and dependency state (none) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to SYS-016.","Execute deployment test against the exact artifact/transition defined by MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO; capture inputs, digests, receipts and observed state transitions.",Conformance vectors дают одинаковые canonical decisions/outcomes в двух deployment profiles.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-SYS-016,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-SYS-016,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-SYS-017,SYS-017,"Проверить выполнение SYS-017: Платформа должна измерять latency, cost, token/context budget и resource usage по task/transition/inference.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042) and dependency state (none) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to SYS-017.","Execute performance test against the exact artifact/transition defined by MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO; capture inputs, digests, receipts and observed state transitions.",100% inference and transition receipts содержат declared/actual usage либо explicit unavailable marker.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-SYS-017,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-SYS-017,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-SYS-018,SYS-018,Проверить выполнение SYS-018: Нормативная спецификация должна быть независима от существующего кода и проверять реализации conformance suite.,"Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042) and dependency state (none) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to SYS-018.","Execute process audit against the exact artifact/transition defined by MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO; capture inputs, digests, receipts and observed state transitions.",Ни одно requirement source не ссылается на код как authority; reference implementation passes published suite.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-SYS-018,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-SYS-018,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-SYS-019,SYS-019,Проверить выполнение SYS-019: Платформа должна объявлять ровно один или несколько поддерживаемых conformance profiles с запретами fallback.,"Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042) and dependency state (none) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to SYS-019.","Execute conformance review against the exact artifact/transition defined by MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO; capture inputs, digests, receipts and observed state transitions.","Conformance report перечисляет modules, versions, guarantees, forbidden fallbacks and passed suites.",Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-SYS-019,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-SYS-019,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-SYS-020,SYS-020,"Проверить выполнение SYS-020: Платформа не должна признавать Task завершённой без отдельного TaskCompletion Gate, CompletionContract и TaskAcceptance Monade Acceptance.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042) and dependency state (none) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to SYS-020.","Execute negative test against the exact artifact/transition defined by MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO; capture inputs, digests, receipts and observed state transitions.",Ни один сценарий без принятого CompletionContract не получает terminal COMPLETED context.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-SYS-020,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-SYS-020,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-MEM-001,MEM-001,"Проверить выполнение MEM-001: Memory shall accept RawEvent with source ID, event time, receipt time, content reference and provenance.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-033;ADR-039;ADR-040) and dependency state (SYS-002) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to MEM-001.","Execute schema test against the exact artifact/transition defined by MOD-MEM;CTX-MEM; capture inputs, digests, receipts and observed state transitions.",Schema validation accepts complete events and rejects missing mandatory fields with no state mutation.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-MEM-001,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-MEM-001,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-MEM-002,MEM-002,Проверить выполнение MEM-002: Memory shall preserve the immutable original content reference separately from normalized representations.,"Normative model 1.5-rc11, referenced schemas, ADRs (ADR-033;ADR-039;ADR-040) and dependency state (SYS-002) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to MEM-002.","Execute data integrity test against the exact artifact/transition defined by MOD-MEM;CTX-MEM; capture inputs, digests, receipts and observed state transitions.",Hash/content reference remains stable across normalization and consolidation; derived records reference it.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-MEM-002,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-MEM-002,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-MEM-003,MEM-003,"Проверить выполнение MEM-003: EventIngestion lifecycle shall be RECEIVED→VALIDATED→NORMALIZED→EXTRACTION_QUEUED→EXTRACTED, with REJECTED and QUARANTINED exits.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-033;ADR-039;ADR-040) and dependency state (SYS-002) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to MEM-003.","Execute state transition test against the exact artifact/transition defined by MOD-MEM;CTX-MEM; capture inputs, digests, receipts and observed state transitions.",State transition suite rejects every transition not in the published table.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-MEM-003,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-MEM-003,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
